Region,Sub Region,Country,Year,theft_count,Theft_private_cars_count,prison_count,burglary_count,cjs_total_prosecuted,cjs_total_convicted,cjs_total_court,cjs_total_contact,homicide_count
Asia,Western Asia,Israel,2006,114980,34448,"20,617",57159,43457,39661,60291,144042,182
Asia,Western Asia,Jordan,2006,8945,2438,"6,166",0,0,0,0,0,100
Asia,Western Asia,Kuwait,2006,9361,4,0,0,0,0,0,0,45
Asia,Western Asia,Qatar,2006,1043,131,805,0,0,0,0,6992,5
Asia,Western Asia,Turkey,2006,171772,33091,"70,524",154388,2116896,941532,2116896,798205,3168
Europe,Eastern Europe,Belarus,2006,104161,1560,"45,416",30927,75986,78238,85117,49324,734
Europe,Eastern Europe,Bulgaria,2006,44201,5102,"11,058",23460,63476,30595,39826,64041,186
Europe,Eastern Europe,Czech Republic,2006,151136,20996,"18,578",53503,0,0,0,0,0
Europe,Eastern Europe,Hungary,2006,122677,8406,"14,822",39620,104150,97444,105414,168474,174
Europe,Eastern Europe,Poland,2006,250180,30529,"90,529",173762,627647,490356,1022234,587959,490
Europe,Eastern Europe,Republic of Moldova,2006,9419,83,"9,042",3852,17372,12434,15790,0,262
Europe,Eastern Europe,Romania,2006,41624,1266,"34,038",17184,52943,56705,0,188786,438
Europe,Eastern Europe,Russian Federation,2006,1676983,64535,"871,360",278379,0,909921,1315546,1360860,28844
Europe,Eastern Europe,Slovakia,2006,32711,5525,"8,249",19044,46491,25764,32083,53573,82
Europe,Eastern Europe,Ukraine,2006,132159,5541,"160,725",0,214507,160865,188180,214507,2958
Europe,Northern Europe,Denmark,2006,165953,15312,"3,932",71583,0,77546,92951,0,29
Europe,Northern Europe,Estonia,2006,26615,0,"4,310",0,12532,0,0,17407,91
Europe,Northern Europe,Finland,2006,119116,15276,"3,851",18665,223561,219395,222872,284357,119
Europe,Northern Europe,Iceland,2006,3457,462,119,2365,2260,0,0,0,0
Europe,Northern Europe,Ireland,2006,60839,13661,"3,080",24788,0,0,0,51280,62
Europe,Northern Europe,Latvia,2006,23364,2336,"6,965",3761,9972,10182,10933,16223,128
Europe,Northern Europe,Lithuania,2006,24954,3460,"8,079",0,17266,13013,21914,22136,288
Europe,Northern Europe,Norway,2006,133505,14619,"3,387",22674,27987,14182,0,35992,33
Europe,Northern Europe,Sweden,2006,415427,51639,"7,397",99718,122159,119686,0,109702,91
Europe,Northern Europe,United Kingdom (England and Wales),2006,1752433,193384,"76,560",622012,1768178,1413773,1768178,1475436,710
Europe,Northern Europe,United Kingdom (Northern Ireland),2006,25085,3520,"1,512",11451,0,41577,62500,0,30
Europe,Northern Europe,United Kingdom (Scotland),2006,122473,15000,"7,187",30580,72067,62515,72067,0,120
Europe,Southern Europe,Albania,2006,2919,531,"2,857",164,9402,6881,7808,9066,95
Europe,Southern Europe,Bosnia and Herzegovina,2006,18339,2439,"2,493",4020,22130,18911,21439,29802,73
Europe,Southern Europe,Croatia,2006,29629,2033,"3,833",20321,78697,25190,35265,32845,74
Europe,Southern Europe,Greece,2006,69619,20216,"10,370",42069,0,0,0,197476,110
Europe,Southern Europe,Italy,2006,1141941,280167,"39,794",0,541528,204881,648108,801823,625
Europe,Southern Europe,Malta,2006,8657,584,375,1299,0,0,14482,0,0
Europe,Southern Europe,Montenegro,2006,1201,98,851,2287,7737,0,0,7806,25
Europe,Southern Europe,Portugal,2006,87915,24511,"12,636",45480,106703,69817,106703,262781,155
Europe,Southern Europe,Serbia,2006,16588,3838,"7,893",14853,59349,42988,57636,51535,156
Europe,Southern Europe,Slovenia,2006,32719,852,"1,301",18107,29156,8630,15341,18151,12
Europe,Southern Europe,The former Yugoslav Rep. of Macedonia,2006,4669,365,0,9055,0,0,0,0,0
Europe,Western Europe,Austria,2006,180143,8959,"9,005",106032,294001,43414,77118,238111,61
Europe,Western Europe,Belgium,2006,219931,26746,"9,635",93249,0,0,0,247023,221
Europe,Western Europe,France,2006,822856,243153,"58,402",346044,0,679432,1043752,1100398,879
Europe,Western Europe,Germany,2006,2124100,90224,"78,063",387578,932352,751387,932352,2283127,808
Europe,Western Europe,Liechtenstein,2006,235,8,98,138,2055,0,176,957,0
Europe,Western Europe,Luxembourg,2006,6533,534,735,2845,0,0,0,14800,7
Europe,Western Europe,Monaco,2006,346,104,37,78,675,670,730,1106,1
Europe,Western Europe,Netherlands,2006,711085,23825,"16,091",300815,257254,122871,158889,493280,128
Europe,Western Europe,Switzerland,2006,131990,57509,"5,567",56706,0,0,0,64017,60
Oceania,Australia and New Zealand,Australia,2006,518734,75377,0,262005,0,284587,585519,0,281
Oceania,Australia and New Zealand,New Zealand,2006,128500,24960,"7,588",61437,105274,81712,110209,203488,49
Oceania,Melanesia,Solomon Islands,2006,835,0,283,432,0,0,0,1012,23
Africa,Eastern Africa,Kenya,2007,10404,557,0,1767,0,408097,408097,69486,1102
Africa,Eastern Africa,Mauritius,2007,15751,971,"2,272",2650,16139,28939,39071,26203,45
Africa,Eastern Africa,Mozambique,2007,5284,0,"17,858",3642,0,0,0,23947,849
Africa,Eastern Africa,Uganda,2007,47204,954,"19,247",8795,0,0,0,70243,2645
Africa,Eastern Africa,Zimbabwe,2007,99839,0,"16,429",40118,182,0,0,0,0
Africa,Middle Africa,Cameroon,2007,9862,316,0,0,0,0,0,0,0
Africa,Middle Africa,Sao Tome and Principe,2007,0,0,0,0,0,0,0,0,4
Africa,Northern Africa,Algeria,2007,48721,1926,"55,119",7945,0,0,1277634,152839,271
Africa,Northern Africa,Egypt,2007,50138,3533,0,631,0,0,0,117977,680
Africa,Northern Africa,Morocco,2007,79175,8668,"54,660",2417,0,0,0,324827,517
Africa,Southern Africa,Lesotho,2007,4759,597,"2,852",4613,0,0,0,0,895
Africa,Western Africa,Guinea,2007,1348,37,"2,539",1160,0,0,0,0,0
Africa,Western Africa,Nigeria,2007,21082,2137,"39,438",5658,0,0,0,93817,0
Africa,Western Africa,Sierra Leone,2007,10056,0,"1,978",634,0,0,0,0,134
Americas,Caribbean,Bahamas,2007,1341,1171,"1,325",0,3541,0,0,3541,78
Americas,Caribbean,Barbados,2007,1958,97,"1,010",1594,96,0,0,3397,25
Americas,Caribbean,Grenada,2007,1847,0,367,896,0,678,0,4199,11
Americas,Caribbean,St. Vincent and the Grenadines,2007,1531,21,0,1144,0,0,0,0,0
Americas,Caribbean,Trinidad and Tobago,2007,3570,1795,"3,599",4958,5287,0,0,5287,391
Americas,Central America,Costa Rica,2007,12174,5304,"7,500",14873,145010,3736,8028,0,369
Americas,Central America,El Salvador,2007,8122,1421,"17,867",453,0,0,0,65498,3497
Americas,Central America,Guatemala,2007,4131,3169,0,1442,0,1842,74775,37141,5781
Americas,Central America,Honduras,2007,5751,1505,0,0,0,0,0,0,3588
Americas,Central America,Mexico,2007,99536,163131,"214,682",162003,211553,145446,163910,0,8867
Americas,Central America,Panama,2007,13982,198,"12,065",2788,0,4359,57211,47183,279
Americas,Northern America,Canada,2007,597504,145714,"38,419",231520,424085,290655,451903,643002,597
Americas,Northern America,United States of America,2007,6591542,1100472,"2,296,400",2190198,88780,78801,88780,14211541,17128
Americas,South America,Argentina,2007,264797,53200,"52,457",0,0,29804,0,0,2139
Americas,South America,Bolivia (Plurinational State of),2007,4292,2869,"7,588",0,0,0,0,0,770
Americas,South America,Brazil,2007,2021060,188713,"422,590",377308,0,0,0,0,44625
Americas,South America,Chile,2007,167893,19284,"48,090",107379,0,22794,538455,497721,616
Americas,South America,Colombia,2007,84131,18311,"63,603",32824,791501,79667,92238,227995,17198
Americas,South America,Peru,2007,45228,11226,"39,684",4701,0,21896,0,52629,0
Americas,South America,Uruguay,2007,105629,0,0,0,0,0,0,0,194
Asia,Central Asia,Kazakhstan,2007,51497,1702,0,29499,79641,35497,55130,71540,0
Asia,Central Asia,Kyrgyzstan,2007,11185,310,"14,408",1090,15276,12663,18017,15184,416
Asia,Central Asia,Tajikistan,2007,3734,43,0,922,0,0,0,8940,132
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2007,36762,1382,0,4512,0,0,0,0,0
Asia,Eastern Asia,Japan,2007,744066,114818,"79,809",175728,171271,79920,677992,365577,574
Asia,Eastern Asia,Mongolia,2007,7927,151,"7,923",5912,30820,8463,10398,17810,293
Asia,Eastern Asia,Republic of Korea,2007,212342,11468,"45,647",96814,1217284,206167,241486,2109545,430
Asia,South-Eastern Asia,Philippines,2007,8281,1714,0,0,280,0,473884,22267,5962
Asia,South-Eastern Asia,Singapore,2007,18068,1103,"12,410",866,0,0,24180,20107,18
Asia,South-Eastern Asia,Thailand,2007,62000,0,0,0,0,0,0,0,4435
Asia,Southern Asia,India,2007,285043,100255,"376,396",91218,2611470,691469,14497126,2780559,45362
Asia,Western Asia,Armenia,2007,2712,137,"3,539",1933,5443,2909,2919,5443,77
Asia,Western Asia,Azerbaijan,2007,1903,137,"19,559",0,13697,14187,15967,17734,189
Asia,Western Asia,Bahrain,2007,7256,1185,"3,567",244,0,0,0,9835,4
Asia,Western Asia,Cyprus,2007,1667,2025,547,2642,107269,66962,107269,10029,13
Asia,Western Asia,Georgia,2007,18586,43,"18,309",21409,0,21170,22765,24968,330
Asia,Western Asia,Israel,2007,101189,31041,"21,949",50443,38917,35472,52820,143450,125
Asia,Western Asia,Jordan,2007,10191,2819,"6,633",3,221,0,0,0,112
Asia,Western Asia,Kuwait,2007,9792,10,0,0,0,0,0,0,59
Asia,Western Asia,Oman,2007,6028,179,0,0,0,0,0,0,0
Asia,Western Asia,Syrian Arab Republic,2007,4766,714,0,859,14942,40555,2549,0,533
Asia,Western Asia,Turkey,2007,149763,24185,"90,732",77983,2413600,1065953,2413600,928109,3599
Europe,Eastern Europe,Belarus,2007,103082,1560,"46,787",0,75699,70996,77778,77778,649
Europe,Eastern Europe,Bulgaria,2007,42100,4569,"10,271",22208,55667,31035,37977,57303,177
Europe,Eastern Europe,Czech Republic,2007,154207,20392,"18,901",54925,0,0,0,0,0
Europe,Eastern Europe,Hungary,2007,124522,8501,"14,353",40846,94932,87502,95965,162951,154
Europe,Eastern Europe,Poland,2007,219820,21284,"89,648",141606,584310,454167,980014,540604,525
Europe,Eastern Europe,Republic of Moldova,2007,9724,105,"7,895",3566,15301,9764,14688,2560,217
Europe,Eastern Europe,Romania,2007,44370,1817,"29,390",10829,47787,46127,62541,228536,416
Europe,Eastern Europe,Russian Federation,2007,1566970,58427,"883,168",398960,0,929025,1294623,1317582,25377
Europe,Eastern Europe,Slovakia,2007,32383,4719,"7,986",17148,51579,27067,33739,53481,82
Europe,Eastern Europe,Ukraine,2007,114665,5436,"149,690",0,214093,152772,188258,214093,2646
Europe,Northern Europe,Denmark,2007,176796,16755,"3,624",78752,564475,63670,76902,0,39
Europe,Northern Europe,Estonia,2007,21685,1007,"3,456",0,11804,12706,0,16375,96
Europe,Northern Europe,Finland,2007,118569,14827,"3,625",18343,245647,241647,244871,308150,129
Europe,Northern Europe,Iceland,2007,3093,421,115,2277,2634,0,0,4250,2
Europe,Northern Europe,Ireland,2007,61659,13531,"3,253",23603,0,0,0,0,78
Europe,Northern Europe,Latvia,2007,19639,1941,"6,548",3061,11210,10413,11089,22050,94
Europe,Northern Europe,Lithuania,2007,23107,2848,"7,866",0,15989,12504,20157,20458,277
Europe,Northern Europe,Norway,2007,130216,12571,"3,446",21414,28374,13598,0,37017,30
Europe,Northern Europe,Sweden,2007,408774,49249,"6,977",96980,127428,125156,0,112304,111
Europe,Northern Europe,United Kingdom (England and Wales),2007,1607601,170038,"78,445",583710,1721495,1407965,1721495,0,729
Europe,Northern Europe,United Kingdom (Northern Ireland),2007,22866,3285,"1,504",11634,0,41714,61759,73308,29
Europe,Northern Europe,United Kingdom (Scotland),2007,115426,12105,"7,376",25443,72399,62474,72399,225847,115
Europe,Southern Europe,Albania,2007,2980,437,"2,790",123,10434,5889,7348,9945,105
Europe,Southern Europe,Andorra,2007,1062,0,71,117,998,0,0,2660,0
Europe,Southern Europe,Bosnia and Herzegovina,2007,7071,2088,0,3720,21599,18657,21939,0,66
Europe,Southern Europe,Croatia,2007,28701,2069,"4,290",19248,76273,25410,34747,31993,62
Europe,Southern Europe,Greece,2007,80988,22516,"11,645",49886,0,0,0,192053,130
Europe,Southern Europe,Italy,2007,1169349,277549,"49,697",0,556565,240442,0,859269,631
Europe,Southern Europe,Malta,2007,8982,388,528,1179,0,0,15138,3208,4
Europe,Southern Europe,Montenegro,2007,1065,56,957,1965,7688,0,0,7211,12
Europe,Southern Europe,Portugal,2007,88474,23986,"11,587",44713,135064,83687,135064,252948,185
Europe,Southern Europe,Serbia,2007,16947,4469,"9,043",14247,58086,40690,51404,54910,171
Europe,Southern Europe,Slovenia,2007,29356,839,"1,336",18544,14330,9144,16442,17808,24
Europe,Southern Europe,Spain,2007,137861,106945,"67,100",162783,0,201139,0,311993,482
Europe,Southern Europe,The former Yugoslav Rep. of Macedonia,2007,5530,413,0,10048,0,0,0,0,0
Europe,Western Europe,Austria,2007,174366,7802,"9,012",104860,306647,43158,78146,247021,45
Europe,Western Europe,Belgium,2007,217051,24884,0,92572,0,0,0,256458,211
Europe,Western Europe,France,2007,771021,224658,"61,076",322237,0,701346,1111502,1128871,993
Europe,Western Europe,Germany,2007,2074326,92628,"75,153",394737,1111577,897631,1111577,2294883,757
Europe,Western Europe,Liechtenstein,2007,185,7,26,115,1886,0,105,811,0
Europe,Western Europe,Luxembourg,2007,6366,459,741,3146,0,0,0,17166,7
Europe,Western Europe,Netherlands,2007,684870,21425,"15,151",295380,263718,116405,157320,496600,143
Europe,Western Europe,Switzerland,2007,120775,0,"5,278",57493,0,0,0,0,51
Oceania,Australia and New Zealand,Australia,2007,491935,70614,"27,224",249552,0,325261,641894,0,255
Oceania,Australia and New Zealand,New Zealand,2007,122743,22722,"7,534",58230,113409,88955,113409,213759,48
Oceania,Melanesia,Solomon Islands,2007,870,0,211,410,0,0,0,731,26
Africa,Eastern Africa,Kenya,2008,11012,607,"49,092",1739,0,347169,347169,61438,1215
Africa,Eastern Africa,Mauritius,2008,15209,974,"2,200",2466,15715,22548,30615,26982,48
Africa,Eastern Africa,Mozambique,2008,5016,0,"27,889",2882,0,0,0,23637,995
Africa,Eastern Africa,Uganda,2008,32958,1172,"28,775",12236,82857,0,0,52197,2793
Africa,Eastern Africa,Zimbabwe,2008,91456,0,"14,029",47150,208,0,0,0,0
Africa,Middle Africa,Sao Tome and Principe,2008,0,0,0,0,0,0,0,0,14
Africa,Northern Africa,Algeria,2008,52103,2190,"55,598",7582,1115252,0,1231535,153083,328
Africa,Northern Africa,Egypt,2008,55420,4113,0,747,0,0,0,114100,967
Africa,Northern Africa,Morocco,2008,79947,8306,"59,212",2648,0,0,0,325167,426
Africa,Northern Africa,Sudan,2008,75093,0,0,0,0,0,0,407750,1702
Africa,Southern Africa,Lesotho,2008,4967,431,"2,594",4849,0,0,0,0,752
Africa,Western Africa,Nigeria,2008,23927,3433,"41,130",1532,0,0,0,90756,0
Africa,Western Africa,Sierra Leone,2008,10505,0,"1,886",625,0,0,0,0,184
Americas,Caribbean,Bahamas,2008,1540,1359,"1,321",0,3847,0,0,3847,73
Americas,Caribbean,Barbados,2008,2159,77,"1,046",1889,104,0,0,3339,23
Americas,Caribbean,Grenada,2008,2079,0,386,1022,0,789,0,4653,16
Americas,Caribbean,Puerto Rico,2008,33113,7003,"12,130",19138,0,0,0,0,815
Americas,Caribbean,St. Vincent and the Grenadines,2008,1729,36,0,1107,0,0,0,0,0
Americas,Caribbean,Trinidad and Tobago,2008,4407,1750,"3,863",4855,4040,0,0,4040,547
Americas,Central America,Costa Rica,2008,13685,6492,"8,225",17122,175653,3856,7662,0,512
Americas,Central America,El Salvador,2008,9488,1179,"19,814",621,0,0,0,64447,3179
Americas,Central America,Guatemala,2008,4697,3261,"8,158",1565,169311,2709,98836,38871,6292
Americas,Central America,Honduras,2008,5223,1667,"11,390",0,0,0,0,0,4455
Americas,Central America,Mexico,2008,105398,193856,0,161907,211898,144047,162231,0,14006
Americas,Central America,Panama,2008,16608,331,"10,217",3151,0,4621,60127,49626,493
Americas,Northern America,Canada,2008,569714,125568,"39,050",211065,428419,298804,457665,652326,614
Americas,Northern America,United States of America,2008,6586206,959059,"2,310,300",2228887,91866,82451,91866,14007265,16465
Americas,South America,Argentina,2008,284205,62044,"54,537",0,0,30151,0,0,2371
Americas,South America,Bolivia (Plurinational State of),2008,4825,3153,"7,433",0,0,0,0,0,828
Americas,South America,Brazil,2008,1866732,183048,"451,219",371330,0,0,0,0,45885
Americas,South America,Chile,2008,175648,21422,"53,541",109231,0,28686,673576,556961,588
Americas,South America,Colombia,2008,74151,19640,"69,979",25827,531792,79905,90476,185659,16140
Americas,South America,Paraguay,2008,24977,3598,"5,824",448,0,1323,29957,13438,833
Americas,South America,Peru,2008,47310,12840,"43,286",3994,175505,26616,0,60053,0
Americas,South America,Uruguay,2008,105629,0,"7,665",0,0,0,0,0,221
Asia,Central Asia,Kazakhstan,2008,52671,1914,"48,270",30714,78079,36351,57499,69538,1807
Asia,Central Asia,Kyrgyzstan,2008,10963,237,"9,607",1100,16073,10666,17444,15873,417
Asia,Central Asia,Tajikistan,2008,3233,48,"7,350",480,0,0,0,8363,100
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2008,35230,1347,0,4774,0,0,0,0,0
Asia,Eastern Asia,Japan,2008,720609,108546,"76,881",155281,158683,76459,582821,339752,654
Asia,Eastern Asia,Macao Special Administrative Region of China,2008,2870,866,912,542,0,0,0,0,0
Asia,Eastern Asia,Mongolia,2008,6609,73,"8,098",5031,37200,8495,10602,18642,212
Asia,Eastern Asia,Republic of Korea,2008,223207,9969,"47,966",98218,1316987,228271,268572,2333120,430
Asia,South-Eastern Asia,Indonesia,2008,23518,34804,"137,144",61168,0,0,0,0,1372
Asia,South-Eastern Asia,Philippines,2008,8273,1673,"94,961",0,327,0,470789,23967,5820
Asia,South-Eastern Asia,Singapore,2008,18360,1178,"12,500",836,0,0,22483,19273,27
Asia,South-Eastern Asia,Thailand,2008,57452,0,"185,082",0,0,0,0,0,3974
Asia,Southern Asia,India,2008,316761,120032,"384,753",93742,2730310,715478,15013252,2882286,45999
Asia,Southern Asia,Maldives,2008,3926,813,993,195,2296,0,0,5556,5
Asia,Southern Asia,Sri Lanka,2008,13211,1301,"28,582",18153,0,0,0,59655,2002
Asia,Western Asia,Armenia,2008,3216,66,"3,965",2221,5678,3145,3171,5678,97
Asia,Western Asia,Azerbaijan,2008,3347,211,"20,986",0,14132,13995,16144,18312,192
Asia,Western Asia,Bahrain,2008,7598,1094,"3,103",174,0,0,0,13282,6
Asia,Western Asia,Cyprus,2008,1405,1786,652,2587,103829,63775,103829,9840,9
Asia,Western Asia,Georgia,2008,14814,0,"18,659",16989,0,20804,18192,25296,263
Asia,Western Asia,Iraq (Central Iraq),2008,6206,0,"16,767",0,0,6696,12974,66431,4452
Asia,Western Asia,Israel,2008,89985,25687,"21,905",43332,35893,32764,59712,153631,136
Asia,Western Asia,Jordan,2008,10290,3037,"7,077",2,316,0,0,0,120
Asia,Western Asia,Kuwait,2008,9399,6,0,0,0,0,0,0,38
Asia,Western Asia,Lebanon,2008,25163,7528,"4,686",0,56152,0,0,102794,183
Asia,Western Asia,Oman,2008,5515,177,0,0,0,0,0,0,0
Asia,Western Asia,State of Palestine,2008,2770,0,"7,596",18,0,4528,1353,0,48
Asia,Western Asia,Syrian Arab Republic,2008,6509,912,0,807,17071,59257,2888,0,529
Asia,Western Asia,Turkey,2008,117013,29500,"103,435",74198,2311297,845716,2311297,1096174,3257
Europe,Eastern Europe,Belarus,2008,87387,1493,"44,399",0,70114,68531,72944,72944,541
Europe,Eastern Europe,Bulgaria,2008,37933,4620,"9,408",19980,52149,36137,42193,55504,172
Europe,Eastern Europe,Czech Republic,2008,147292,18793,"20,502",53381,0,0,0,0,0
Europe,Eastern Europe,Hungary,2008,119143,7982,"14,743",43002,92706,84457,92580,156350,181
Europe,Eastern Europe,Poland,2008,196745,17669,"84,978",124066,555091,447686,926113,516626,326
Europe,Eastern Europe,Republic of Moldova,2008,9642,67,"6,830",3599,12904,7367,10820,2046,236
Europe,Eastern Europe,Romania,2008,39519,2355,"26,212",10285,45073,36795,52623,230419,470
Europe,Eastern Europe,Russian Federation,2008,1326342,52820,"887,501",413244,0,925166,1252474,1256199,23738
Europe,Eastern Europe,Slovakia,2008,29608,4135,"8,166",15159,51029,28681,35847,52573,86
Europe,Eastern Europe,Ukraine,2008,110954,4641,"145,946",0,207740,146858,172755,207740,2466
Europe,Northern Europe,Denmark,2008,190042,18826,"3,451",93607,373823,65634,79143,0,54
Europe,Northern Europe,Estonia,2008,22471,1035,"3,656",0,13804,11574,0,18249,86
Europe,Northern Europe,Finland,2008,120214,13804,"3,530",18656,241948,237782,241186,308195,133
Europe,Northern Europe,Iceland,2008,4332,386,140,2731,3224,0,0,0,0
Europe,Northern Europe,Ireland,2008,62554,14307,"3,484",24682,0,0,0,0,51
Europe,Northern Europe,Latvia,2008,23639,2205,"6,548",2817,12685,10979,11376,26446,99
Europe,Northern Europe,Lithuania,2008,27057,2553,"8,000",0,16630,12788,20300,20904,298
Europe,Northern Europe,Norway,2008,126182,11901,"3,477",22014,26391,12961,0,34938,34
Europe,Northern Europe,Sweden,2008,391729,44717,"7,073",94278,133922,134488,0,119244,82
Europe,Northern Europe,United Kingdom (England and Wales),2008,1592758,147238,"81,674",581584,1629113,1355146,1629113,0,639
Europe,Northern Europe,United Kingdom (Northern Ireland),2008,24380,3076,"1,543",12040,0,39018,56373,81185,24
Europe,Northern Europe,United Kingdom (Scotland),2008,117033,11551,"7,827",25496,70136,60399,70136,228171,99
Europe,Southern Europe,Albania,2008,3198,398,"4,916",144,11882,8009,8833,13085,93
Europe,Southern Europe,Andorra,2008,977,0,73,140,915,176,234,3201,1
Europe,Southern Europe,Bosnia and Herzegovina,2008,6455,1725,"2,660",3846,20950,16951,20656,0,66
Europe,Southern Europe,Croatia,2008,13373,1927,"4,734",17471,74640,25126,33905,31740,71
Europe,Southern Europe,Greece,2008,91350,23550,"11,736",59027,0,0,0,216241,144
Europe,Southern Europe,Italy,2008,993144,229961,"59,284",0,563948,260375,0,889793,615
Europe,Southern Europe,Kosovo under UNSCR 1244,2008,15003,463,0,6155,0,13254,18373,0,113
Europe,Southern Europe,Malta,2008,8127,398,662,1450,0,0,15384,3544,6
Europe,Southern Europe,Montenegro,2008,772,22,"1,216",1633,8677,0,0,6774,24
Europe,Southern Europe,Portugal,2008,101682,25274,"10,807",53751,141109,87861,141109,238026,124
Europe,Southern Europe,Serbia,2008,15780,4083,"9,701",14040,61740,44367,55868,56966,140
Europe,Southern Europe,Slovenia,2008,28183,582,"1,318",15310,15080,9228,16141,17471,10
Europe,Southern Europe,Spain,2008,145329,92196,"73,558",174761,0,241743,0,350801,407
Europe,Southern Europe,The former Yugoslav Rep. of Macedonia,2008,6046,581,0,11627,0,0,0,0,0
Europe,Western Europe,Austria,2008,164959,9049,"8,248",104296,303762,38226,71684,240554,58
Europe,Western Europe,Belgium,2008,222379,23303,"9,858",93363,0,0,0,264433,203
Europe,Western Europe,France,2008,751099,211484,"62,252",307744,0,703695,1144400,1172393,1021
Europe,Western Europe,Germany,2008,1963877,89036,"73,793",390367,1087842,874691,1087842,2255693,722
Europe,Western Europe,Liechtenstein,2008,162,16,78,107,2089,0,156,1392,1
Europe,Western Europe,Luxembourg,2008,6677,344,762,2789,0,0,0,18162,8
Europe,Western Europe,Netherlands,2008,682495,21665,"14,610",287645,252197,115051,148323,470955,150
Europe,Western Europe,Switzerland,2008,120817,0,"5,303",55688,0,95966,0,0,54
Oceania,Australia and New Zealand,Australia,2008,497053,68265,"27,615",241760,0,331260,675689,324653,261
Oceania,Australia and New Zealand,New Zealand,2008,119587,21271,"7,860",59326,125055,94808,125055,221806,51
Oceania,Melanesia,Solomon Islands,2008,878,0,173,381,0,0,0,915,19
Africa,Eastern Africa,Kenya,2009,11972,903,"48,122",1747,0,413092,443904,75501,1907
Africa,Eastern Africa,Mauritius,2009,12540,840,"2,384",2046,20689,26080,34919,26042,38
Africa,Eastern Africa,Mozambique,2009,4741,0,"35,235",2459,0,0,0,22196,823
Africa,Eastern Africa,Uganda,2009,27589,1042,"31,173",9703,95887,0,0,48377,3233
Africa,Middle Africa,Cameroon,2009,12865,0,"23,368",0,0,0,0,0,1277
Africa,Middle Africa,Sao Tome and Principe,2009,5,0,240,0,0,0,0,0,5
Africa,Northern Africa,Algeria,2009,52914,2482,0,6068,1216458,0,1300439,156609,277
Africa,Northern Africa,Egypt,2009,40811,3914,0,732,0,0,0,101487,912
Africa,Northern Africa,Morocco,2009,78397,8282,"57,563",2563,0,0,0,337005,432
Africa,Southern Africa,Botswana,2009,21343,252,"8,706",6958,0,0,0,249715,289
Africa,Southern Africa,Lesotho,2009,4497,437,"2,555",4690,0,0,0,0,723
Africa,Western Africa,Nigeria,2009,39981,1265,"42,685",718,0,0,0,93333,0
Americas,Caribbean,Bahamas,2009,1572,1088,"1,250",405,4016,0,0,4016,87
Americas,Caribbean,Barbados,2009,2073,92,898,1808,111,0,0,3254,19
Americas,Caribbean,Grenada,2009,936,0,409,1105,0,1028,0,5426,7
Americas,Caribbean,Puerto Rico,2009,30584,6832,"11,258",18521,0,0,0,0,901
Americas,Caribbean,St. Kitts and Nevis,2009,553,0,0,711,0,0,0,0,0
Americas,Caribbean,St. Vincent and the Grenadines,2009,1845,29,0,1527,0,0,0,0,0
Americas,Caribbean,Trinidad and Tobago,2009,3987,1706,"3,719",5765,4661,42,93,4661,507
Americas,Central America,Belize,2009,1179,150,"2,781",1285,0,0,0,6954,97
Americas,Central America,Costa Rica,2009,17494,6873,"9,431",18759,231592,4969,8818,0,525
Americas,Central America,El Salvador,2009,10152,1215,"22,101",844,0,0,0,59580,4382
Americas,Central America,Guatemala,2009,5985,9788,0,1149,240631,3531,98294,41521,6498
Americas,Central America,Honduras,2009,4905,2381,0,0,0,0,0,0,5280
Americas,Central America,Mexico,2009,132345,202480,"186,614",174541,233161,141783,157296,0,19803
Americas,Central America,Panama,2009,18168,497,"10,878",3175,1077,6471,58670,54057,562
Americas,Northern America,Bermuda,2009,729,746,278,1012,0,0,0,0,6
Americas,Northern America,Canada,2009,574950,107992,"38,804",205998,437074,299264,466910,658707,610
Americas,Northern America,United States of America,2009,6338095,795652,"2,297,700",2203313,97529,86314,97529,13689216,15399
Americas,South America,Bolivia (Plurinational State of),2009,5363,3543,"8,087",0,0,0,0,0,819
Americas,South America,Brazil,2009,1791139,188205,"491,482",372436,0,0,0,0,44518
Americas,South America,Chile,2009,191103,27864,"58,044",120736,301119,29210,689824,609108,630
Americas,South America,Colombia,2009,93743,21557,"75,992",32676,86156,75323,84936,198134,15817
Americas,South America,Ecuador,2009,2535,10856,0,0,0,0,0,18946,2625
Americas,South America,Paraguay,2009,27898,4374,"6,631",0,0,2317,32715,16116,821
Americas,South America,Peru,2009,49477,13787,"44,406",3992,227301,28720,0,66331,0
Americas,South America,Uruguay,2009,94508,0,0,0,0,0,0,0,226
Asia,Central Asia,Kazakhstan,2009,48961,1780,"50,495",28338,78673,39391,58231,69569,1771
Asia,Central Asia,Kyrgyzstan,2009,10936,238,0,0,16825,9797,17781,15873,419
Asia,Central Asia,Tajikistan,2009,3465,54,0,568,0,188,214,8859,97
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2009,34554,1095,0,4489,0,0,0,0,0
Asia,Eastern Asia,Japan,2009,658739,108799,"75,250",148772,156370,74733,554174,332888,506
Asia,Eastern Asia,Macao Special Administrative Region of China,2009,2915,490,930,272,0,0,0,0,0
Asia,Eastern Asia,Mongolia,2009,6376,96,"6,532",5136,0,7513,10033,19612,219
