Region,Sub Region,Country,Year,theft_count,Theft_private_cars_count,prison_count,burglary_count,cjs_total_prosecuted,cjs_total_convicted,cjs_total_court,cjs_total_contact,homicide_count
Americas,Caribbean,Puerto Rico,2012,30545,5847,"12,244",15287,0,0,0,0,1004
Americas,Caribbean,St. Vincent and the Grenadines,2012,2103,44,0,1515,0,0,0,0,0
Americas,Caribbean,Trinidad and Tobago,2012,3589,1063,"3,710",4321,4233,45,289,4233,380
Americas,Central America,Belize,2012,822,128,"2,546",1106,0,0,0,4562,145
Americas,Central America,Costa Rica,2012,14386,4335,"13,407",17010,146584,8085,12335,0,407
Americas,Central America,El Salvador,2012,10254,838,"28,383",815,38320,4826,43685,52888,2594
Americas,Central America,Guatemala,2012,9112,11841,"15,013",2101,320085,0,0,43970,5155
Americas,Central America,Honduras,2012,5010,2123,"12,095",0,0,0,0,13087,7172
Americas,Central America,Mexico,2012,92659,208491,"207,278",191918,303068,103380,126787,1535230,25967
Americas,Central America,Panama,2012,20304,274,"14,481",3597,2085,6214,59590,56808,637
Americas,Northern America,Bermuda,2012,559,620,252,846,0,0,0,0,6
Americas,Northern America,Canada,2012,514920,78068,"40,718",175910,402547,275223,433055,628614,548
Americas,Northern America,United States of America,2012,6168874,723186,"2,231,400",2109932,93818,88878,93818,12196959,14856
Americas,South America,Bolivia (Plurinational State of),2012,5200,5613,"14,272",0,0,0,0,0,1221
Americas,South America,Brazil,2012,1425070,185288,"570,318",380839,0,0,0,0,53054
Americas,South America,Chile,2012,191095,33014,"56,372",118657,334106,24502,707072,489975,434
Americas,South America,Colombia,2012,126463,31875,"113,884",43816,110943,55747,63483,264378,16440
Americas,South America,Ecuador,2012,15975,12204,"21,305",0,0,0,0,24720,1923
Americas,South America,Guyana,2012,1669,48,"2,032",1758,33662,0,4307,37043,139
Americas,South America,Paraguay,2012,36343,4390,"8,194",0,0,1837,33765,24457,649
Americas,South America,Peru,2012,76111,16357,"61,390",0,330745,48595,0,70943,1968
Americas,South America,Uruguay,2012,96827,17284,"9,418",0,0,0,0,105016,267
Asia,Central Asia,Kazakhstan,2012,178461,4116,"45,335",0,98176,22370,45279,98176,1266
Asia,Central Asia,Kyrgyzstan,2012,10848,290,"9,828",7890,16219,8206,18409,16897,380
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2012,33664,600,0,4214,0,0,0,0,0
Asia,Eastern Asia,Japan,2012,546088,81751,"67,008",115337,134142,63594,440650,287021,429
Asia,Eastern Asia,Macao Special Administrative Region of China,2012,2970,494,"1,112",153,0,0,0,0,0
Asia,Eastern Asia,Mongolia,2012,6266,172,"8,145",4013,0,8324,10672,19734,199
Asia,Eastern Asia,Republic of Korea,2012,290055,6033,"46,708",90954,902552,192784,287883,0,435
Asia,South-Eastern Asia,Indonesia,2012,25036,41816,"156,446",46977,0,0,0,0,1456
Asia,South-Eastern Asia,Myanmar,2012,2316,25,0,35,0,0,0,19086,1436
Asia,South-Eastern Asia,Philippines,2012,43606,6919,"106,623",0,204264,0,485268,0,8484
Asia,South-Eastern Asia,Singapore,2012,17462,586,"12,975",545,0,0,15917,18249,11
Asia,South-Eastern Asia,Thailand,2012,45183,14612,"234,895",6006,677704,702843,723892,78293,3323
Asia,Southern Asia,Bhutan,2012,494,0,"1,087",368,0,0,0,0,33
Asia,Southern Asia,India,2012,337407,154351,"385,135",92892,3065654,717781,16923430,3270016,47478
Asia,Southern Asia,Maldives,2012,6571,1236,994,73,2476,0,0,6341,10
Asia,Southern Asia,Pakistan,2012,49148,34663,"74,944",17638,0,0,0,0,13846
Asia,Southern Asia,Sri Lanka,2012,11704,1374,"23,215",16763,0,0,0,57162,676
Asia,Western Asia,Armenia,2012,4019,61,"4,756",1932,11719,3727,3784,11719,65
Asia,Western Asia,Azerbaijan,2012,4236,40,"20,782",585,17030,12938,0,17030,202
Asia,Western Asia,Cyprus,2012,1550,1749,678,2953,129126,71545,129126,6385,22
Asia,Western Asia,Iraq (Central Iraq),2012,10858,0,"31,187",0,0,10999,22209,108857,2594
Asia,Western Asia,Jordan,2012,13509,4908,"7,714",3,3341,0,0,0,161
Asia,Western Asia,Lebanon,2012,34426,13008,"5,060",0,65877,0,0,109549,194
Asia,Western Asia,State of Palestine,2012,1946,0,"14,810",37,0,0,0,0,26
Asia,Western Asia,Turkey,2012,208913,31013,"136,638",119533,3474826,1514825,3603167,1678537,3216
Asia,Western Asia,United Arab Emirates,2012,14984,1093,"9,824",0,0,0,0,147072,69
Europe,Eastern Europe,Belarus,2012,56378,709,"28,841",0,53000,0,0,52981,340
Europe,Eastern Europe,Bulgaria,2012,44462,3082,"9,493",16781,49484,37996,44660,46071,141
Europe,Eastern Europe,Czech Republic,2012,119367,11127,"22,644",55554,0,0,0,0,0
Europe,Eastern Europe,Hungary,2012,130299,7740,"17,179",46857,76765,75291,100973,147559,124
Europe,Eastern Europe,Poland,2012,230751,16230,"85,459",127961,533408,429087,949521,500539,409
Europe,Eastern Europe,Republic of Moldova,2012,14294,116,"6,583",5849,20741,0,0,1914,229
Europe,Eastern Europe,Romania,2012,56732,1627,"31,817",19526,59739,49188,59739,238434,378
Europe,Eastern Europe,Russian Federation,2012,992238,52953,"701,909",276528,0,739278,983832,1010938,16247
Europe,Eastern Europe,Slovakia,2012,20837,2546,"10,850",11855,54100,35077,43232,53507,63
Europe,Northern Europe,Denmark,2012,238367,335,"3,829",80930,417082,100236,115982,0,47
Europe,Northern Europe,Estonia,2012,18628,620,"3,286",0,10467,9638,0,0,63
Europe,Northern Europe,Finland,2012,95737,7967,"3,306",28765,195272,191015,194224,283052,88
Europe,Northern Europe,Iceland,2012,4147,45,153,1374,2611,0,0,3711,1
Europe,Northern Europe,Ireland,2012,67954,8448,"4,287",28133,65161,0,0,0,52
Europe,Northern Europe,Latvia,2012,21341,910,"6,117",977,13563,8942,0,24589,70
Europe,Northern Europe,Lithuania,2012,23478,1724,"9,729",0,20283,16631,25436,26446,202
Europe,Northern Europe,Norway,2012,133492,7953,"4,052",17391,27586,12041,0,36128,27
Europe,Northern Europe,Sweden,2012,379494,27534,"6,296",88066,134441,130134,0,117361,68
Europe,Northern Europe,United Kingdom (England and Wales),2012,1361329,79820,"84,886",459795,1475470,1224976,1475470,0,543
Europe,Northern Europe,United Kingdom (Northern Ireland),2012,23824,2101,"1,682",9521,38422,38914,55553,0,21
Europe,Northern Europe,United Kingdom (Scotland),2012,94551,5731,"8,057",21515,57010,48105,58543,192785,63
Europe,Southern Europe,Albania,2012,5344,677,"4,618",322,11484,9562,11987,21028,157
Europe,Southern Europe,Andorra,2012,1007,0,36,90,723,123,153,2695,0
Europe,Southern Europe,Bosnia and Herzegovina,2012,6675,1328,"2,928",13080,22677,17846,20662,29253,63
Europe,Southern Europe,Croatia,2012,17248,1142,"4,741",19219,66068,21174,27400,27453,51
Europe,Southern Europe,Greece,2012,119078,31166,"12,475",79557,0,0,0,126202,166
Europe,Southern Europe,Holy See,2012,0,0,1,0,3,4,5,0,0
Europe,Southern Europe,Italy,2012,1066669,196589,"67,102",0,1567225,259923,767387,933895,530
Europe,Southern Europe,Kosovo under UNSCR 1244,2012,16292,316,"1,737",6989,0,20990,24118,0,90
Europe,Southern Europe,Malta,2012,8690,306,585,1682,1571,0,17565,5171,12
Europe,Southern Europe,Montenegro,2012,857,43,"1,331",1383,5554,1444,2102,4362,17
Europe,Southern Europe,Portugal,2012,102271,15900,"13,875",43843,120719,79212,120719,205826,122
Europe,Southern Europe,Serbia,2012,17900,2761,"10,226",17606,62187,33624,44567,50138,111
Europe,Southern Europe,Slovenia,2012,33905,539,"1,377",14106,13039,8825,16025,18508,14
Europe,Southern Europe,Spain,2012,165297,47125,"68,597",162672,0,253715,0,369612,364
Europe,Southern Europe,The former Yugoslav Rep. of Macedonia,2012,5663,371,0,14985,0,0,0,0,0
Europe,Western Europe,Austria,2012,150965,3805,"8,805",69325,286507,35541,69877,258216,79
Europe,Western Europe,Belgium,2012,237921,17212,"11,212",102451,591321,163324,389921,274645,205
Europe,Western Europe,France,2012,1173885,178333,"66,572",364462,675702,679219,1079631,1152159,784
Europe,Western Europe,Germany,2012,1267576,64017,"68,533",430211,960225,773901,960225,2094118,659
Europe,Western Europe,Liechtenstein,2012,197,6,60,140,1086,0,130,0,0
Europe,Western Europe,Luxembourg,2012,9243,372,666,3163,0,0,0,25952,0
Europe,Western Europe,Netherlands,2012,652250,20135,"13,473",300025,222851,87879,115418,364070,145
Europe,Western Europe,Switzerland,2012,200647,8129,"6,102",73714,0,103759,0,125109,45
Oceania,Australia and New Zealand,Australia,2012,512352,52324,"29,381",215009,0,284601,572482,376449,243
Oceania,Australia and New Zealand,New Zealand,2012,101669,17807,"8,223",52937,100861,80597,100861,194129,41
Africa,Eastern Africa,Burundi,2013,679,0,"7,784",0,0,0,0,19797,520
Africa,Eastern Africa,Kenya,2013,301,93,"53,430",143,0,0,323414,81900,2450
Africa,Eastern Africa,Madagascar,2013,62,31,"19,804",639,0,0,50354,32557,0
Africa,Eastern Africa,Uganda,2013,18146,623,"39,568",7095,0,0,0,59821,3857
Africa,Eastern Africa,United Republic of Tanzania,2013,885,5159,"36,552",15345,0,0,0,119092,3697
Africa,Middle Africa,Cameroon,2013,25027,1989,"25,314",968,47387,30852,61044,0,0
Africa,Northern Africa,Algeria,2013,54619,4219,"60,220",13706,1192012,8373,1255331,194429,480
Africa,Northern Africa,Morocco,2013,107824,3072,"72,000",8862,0,0,0,715438,429
Africa,Western Africa,Cabo Verde,2013,3796,83,"1,434",0,0,0,0,17609,54
Africa,Western Africa,Nigeria,2013,24068,2043,"55,173",2520,0,0,0,0,0
Americas,Caribbean,Barbados,2013,1855,59,908,1903,116,0,0,3148,24
Americas,Caribbean,Dominican Republic,2013,182,8589,"24,744",40,29379,0,0,0,1978
Americas,Caribbean,Grenada,2013,1281,0,480,1439,0,0,0,5080,6
Americas,Caribbean,Jamaica,2013,532,576,"4,112",2537,767,540,0,0,1201
Americas,Caribbean,Puerto Rico,2013,29360,5530,"12,246",13961,0,0,0,0,902
Americas,Caribbean,Trinidad and Tobago,2013,2603,1047,"3,615",2967,3574,53,218,3574,407
Americas,Central America,Belize,2013,933,78,"2,632",890,0,0,0,4900,99
Americas,Central America,Costa Rica,2013,32785,4219,"13,647",17361,199200,8777,13268,0,411
Americas,Central America,El Salvador,2013,9268,1082,"26,848",975,51783,5326,38586,44870,2513
Americas,Central America,Guatemala,2013,48949,2475,"16,336",93989,365598,0,0,49634,5253
Americas,Central America,Honduras,2013,2536,150,"13,184",17941,0,0,0,13936,6431
Americas,Central America,Mexico,2013,314792,115806,"218,373",119240,896683,78869,303501,351558,23063
Americas,Central America,Panama,2013,20587,220,"14,467",2356,1142,5517,58240,65218,663
Americas,Northern America,Bermuda,2013,1275,648,0,634,11182,7921,11182,3691,5
Americas,Northern America,Canada,2013,486562,72512,"37,864",156068,387334,267522,419432,1062396,509
Americas,Northern America,United States of America,2013,6019500,700300,"2,231,400",1932100,90992,83709,90992,11302102,14319
Americas,South America,Brazil,2013,1784745,228936,"606,208",256418,0,0,0,0,54163
Americas,South America,Chile,2013,189844,31230,"53,050",220662,320325,24351,429265,449331,556
Americas,South America,Colombia,2013,75998,32134,"120,032",43864,122778,54300,62300,277962,15419
Americas,South America,Ecuador,2013,19093,13744,"25,494",0,0,0,0,29534,1725
Americas,South America,Guyana,2013,2898,77,"1,998",2226,24413,0,4297,39893,155
Americas,South America,Paraguay,2013,38719,4425,"9,233",0,20301,2548,38254,24634,604
Americas,South America,Peru,2013,83308,18927,"67,597",0,503549,59913,0,93689,2013
Americas,South America,Uruguay,2013,97465,16341,"9,448",0,0,0,0,76677,260
Asia,Central Asia,Kazakhstan,2013,210204,4461,"42,052",0,102565,24677,49717,102565,1120
Asia,Central Asia,Kyrgyzstan,2013,9975,300,"9,997",2703,15010,7517,18451,16875,301
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2013,31598,588,0,3573,0,0,0,0,0
Asia,Eastern Asia,Japan,2013,497676,72971,"62,971",107313,126089,58507,401920,328113,370
Asia,Eastern Asia,Macao Special Administrative Region of China,2013,3006,364,"1,154",476,0,0,0,0,0
Asia,Eastern Asia,Mongolia,2013,7884,135,"8,068",4799,0,8065,10901,22286,205
Asia,Eastern Asia,Republic of Korea,2013,288343,7044,"48,824",89280,875193,193889,260155,1741302,352
Asia,South-Eastern Asia,Indonesia,2013,25593,42508,"160,061",46064,0,0,0,0,1386
Asia,South-Eastern Asia,Myanmar,2013,2704,978,"60,000",39,0,0,0,21017,1238
Asia,South-Eastern Asia,Philippines,2013,124168,12341,"110,747",0,224590,0,408587,0,9153
Asia,South-Eastern Asia,Singapore,2013,16528,404,"13,334",507,0,0,16119,17002,17
Asia,South-Eastern Asia,Thailand,2013,43654,12380,"279,854",5593,703150,752156,787768,67631,2894
Asia,Southern Asia,Bhutan,2013,577,0,"1,084",467,0,0,0,0,24
Asia,Southern Asia,India,2013,372622,165690,"411,992",104401,3245123,761368,17660316,3523577,45878
Asia,Southern Asia,Maldives,2013,6683,890,0,130,3678,0,0,6981,3
Asia,Southern Asia,Pakistan,2013,45494,33949,0,17053,0,0,0,0,13937
Asia,Southern Asia,Sri Lanka,2013,11449,1326,"27,000",16116,28466,14210,0,46052,619
Asia,Western Asia,Armenia,2013,4659,51,"3,923",2101,3000,0,0,11446,63
Asia,Western Asia,Azerbaijan,2013,5144,44,"20,669",937,14841,12980,0,14841,221
Asia,Western Asia,Cyprus,2013,1245,1317,553,2676,104344,60819,104344,5956,12
Asia,Western Asia,Iraq (Central Iraq),2013,10655,0,"30,499",225,0,12696,25838,114888,3228
Asia,Western Asia,Lebanon,2013,32550,13152,"5,393",0,55498,0,0,117466,236
Asia,Western Asia,Turkey,2013,234474,0,"144,098",0,3536743,500608,3381510,0,0
Asia,Western Asia,United Arab Emirates,2013,2385,927,"9,959",5016,0,0,0,0,57
Europe,Eastern Europe,Belarus,2013,46356,620,"28,471",0,49801,0,0,49801,333
Europe,Eastern Europe,Bulgaria,2013,45256,3583,"8,834",17163,47243,34113,40321,44591,109
Europe,Eastern Europe,Czech Republic,2013,125573,21497,"16,645",62384,0,0,0,0,0
Europe,Eastern Europe,Hungary,2013,124276,5692,"17,841",37688,79032,70326,109630,145106,154
Europe,Eastern Europe,Poland,2013,212143,18234,"80,165",118160,505927,372343,938026,430101,305
Europe,Eastern Europe,Republic of Moldova,2013,15378,195,"6,853",2267,0,0,0,1551,169
Europe,Eastern Europe,Romania,2013,57557,2892,"33,434",19573,65711,47133,65711,239636,336
Europe,Eastern Europe,Russian Federation,2013,801911,51654,"677,287",250171,0,735590,979970,1012563,16033
Europe,Eastern Europe,Slovakia,2013,20708,2431,"9,753",11167,53899,36079,43639,53853,71
Europe,Northern Europe,Denmark,2013,269086,288,"4,091",78955,82145,206214,222480,0,48
Europe,Northern Europe,Estonia,2013,16465,547,"3,112",0,9542,8477,0,0,52
Europe,Northern Europe,Finland,2013,128169,7214,"3,295",22911,186695,182679,185901,424881,89
Europe,Northern Europe,Iceland,2013,4102,31,152,1092,2837,0,1840,0,1
Europe,Northern Europe,Ireland,2013,78737,7368,"4,088",26218,0,0,0,0,51
Europe,Northern Europe,Latvia,2013,20623,1347,"5,136",955,12397,8626,0,22133,50
Europe,Northern Europe,Lithuania,2013,27952,1504,"9,261",3265,22945,19530,24958,30722,198
Europe,Northern Europe,Norway,2013,145940,6634,"3,869",15740,66696,67048,0,82312,46
Europe,Northern Europe,Sweden,2013,410762,27724,"5,723",85453,87868,64391,0,176062,87
Europe,Northern Europe,United Kingdom (England and Wales),2013,1326649,75308,"81,884",443212,1432318,1172953,1432318,0,521
Europe,Northern Europe,United Kingdom (Northern Ireland),2013,27289,2121,"1,796",9125,0,0,0,0,20
Europe,Northern Europe,United Kingdom (Scotland),2013,101870,5976,"7,894",22272,55829,45659,55813,0,62
Europe,Southern Europe,Albania,2013,5255,572,"4,998",365,12043,8577,11150,21843,124
Europe,Southern Europe,Andorra,2013,1001,0,43,90,754,211,243,2342,0
Europe,Southern Europe,Bosnia and Herzegovina,2013,6477,1376,"2,898",11907,20363,19015,20485,27505,46
Europe,Southern Europe,Croatia,2013,14051,866,"4,352",18483,58477,17162,23034,22350,46
Europe,Southern Europe,Greece,2013,103674,28877.5991450594,"12,693",67824.9086548226,0,0,0,98771,153
Europe,Southern Europe,Holy See,2013,0,0, 	-   ,0,3,4,5,0,0
Europe,Southern Europe,Italy,2013,1099853,183486,"63,848",0,1578135,246980,786076,978082,502
Europe,Southern Europe,Kosovo under UNSCR 1244,2013,16962,386,"1,776",7655,30869,15832,23466,0,41
Europe,Southern Europe,Malta,2013,8469,325,615,1438,2903,0,16615,5340,7
Europe,Southern Europe,Montenegro,2013,739,39,"1,064",1181,7745,3238,5841,4790,10
Europe,Southern Europe,Portugal,2013,94902,14799,"14,535",38390,110682,71171,110682,194385,144
Europe,Southern Europe,Serbia,2013,30882,2219,"10,031",31694,58423,34889,49004,52017,142
Europe,Southern Europe,Slovenia,2013,34942,621,"1,360",15370,12815,11758,18411,18373,12
Europe,Southern Europe,Spain,2013,163464,41499,"66,765",167320,0,245820,0,374807,302
Europe,Southern Europe,The former Yugoslav Rep. of Macedonia,2013,5530,507,0,15109,0,0,0,0,0
Europe,Western Europe,Austria,2013,154002,11478,"8,862",88703,286949,34424,68953,260150,62
Europe,Western Europe,Belgium,2013,224109,15794,"12,126",99934,581896,141857,382262,271918,205
Europe,Western Europe,France,2013,1390001,173232,"67,075",385511,669663,667579,1064468,1106022,777
Europe,Western Europe,Germany,2013,1289071,59528,"66,221",437520,935788,755938,935788,2094160,682
Europe,Western Europe,Liechtenstein,2013,233,5,68,125,0,0,170,0,0
Europe,Western Europe,Luxembourg,2013,10334,367,656,3399,0,0,0,27319,1
Europe,Western Europe,Netherlands,2013,391946,38458,"12,721",120471,206328,92190,107077,342535,125
Europe,Western Europe,Switzerland,2013,194561,6302,"6,652",68730,0,107099,0,127624,57
Oceania,Australia and New Zealand,Australia,2013,546048,47491,"30,773",194529,0,291144,561560,397663,245
Oceania,Australia and New Zealand,New Zealand,2013,101814,19221,"8,641",52247,91826,74320,91826,171841,46
Africa,Eastern Africa,Burundi,2014,807,0,"7,565",0,24015,0,14457,21297,564
Africa,Eastern Africa,Kenya,2014,1239,566,"53,537",1390,84845,0,503144,78877,2305
Africa,Eastern Africa,Madagascar,2014,195,10,"20,353",208,0,0,37200,33649,0
Africa,Eastern Africa,Uganda,2014,17059,641,"42,330",6649,62690,0,0,62690,4473
Africa,Eastern Africa,United Republic of Tanzania,2014,1043,5659,"34,196",14320,0,0,0,56516,3902
Africa,Middle Africa,Cameroon,2014,25270,1944,"25,909",1351,0,0,0,0,212
Africa,Northern Africa,Algeria,2014,46695,5033,"61,000",18138,1485219,8679,1256796,264973,577
Africa,Southern Africa,Botswana,2014,29656,317,"4,131",3006,10948,0,0,224839,0
Africa,Western Africa,Cabo Verde,2014,3996,103,0,0,27177,0,0,18525,65
Americas,Caribbean,Barbados,2014,1958,92,864,1565,126,952,3188,4576,25
Americas,Caribbean,Dominican Republic,2014,801,6064,"25,203",7112,54224,0,0,39356,1810
Americas,Caribbean,Grenada,2014,1348,0,513,1485,0,0,0,0,8
Americas,Caribbean,Jamaica,2014,447,0,"4,034",2523,1391,579,0,0,1005
Americas,Caribbean,Puerto Rico,2014,28948,4639,"12,246",12035,0,0,0,0,707
Americas,Caribbean,Trinidad and Tobago,2014,2364,742,"3,379",2592,3724,57,174,3724,405
Americas,Central America,Belize,2014,826,107,"2,606",782,95,0,0,6837,123
Americas,Central America,El Salvador,2014,7533,1371,"28,334",574,55044,5801,40333,45721,3921
Americas,Central America,Guatemala,2014,45476,2966,"18,425",54556,446385,22203,72383,54325,4998
Americas,Central America,Honduras,2014,3001,140,"14,882",15633,0,0,0,0,5891
Americas,Central America,Mexico,2014,314337,98987,"228,021",100080,1159968,38690,239406,204586,20010
Americas,Central America,Panama,2014,21252,805,"15,690",567,1084,5639,74822,69187,604
Americas,Northern America,Bermuda,2014,1466,830,230,524,0,0,0,5083,4
Americas,Northern America,Canada,2014,487161,74010,"40,663",151807,354972,224136,385695,1022721,522
Americas,Northern America,United States of America,2014,5809100,686800,"2,225,100",1713200,81002,78712,81002,11205833,14164
Americas,South America,Argentina,2014,287063,0,"69,060",0,0,33688,0,0,3228
Americas,South America,Chile,2014,193914,32870,"49,258",229663,323922,24826,429409,432764,0
Americas,South America,Colombia,2014,74111,31675,"113,623",42436,124658,53269,61821,272834,13343
Americas,South America,Ecuador,2014,24300,12843,"24,036",89075,29454,0,0,32794,1311
Americas,South America,Paraguay,2014,38704,4108,"10,847",0,19977,2611,39324,25474,578
Americas,South America,Peru,2014,89599,17988,"71,961",0,540290,57991,0,95305,2076
Americas,South America,Uruguay,2014,101683,17193,"9,542",0,0,0,0,81449,268
Asia,Central Asia,Kazakhstan,2014,207002,3855,"43,220",0,106899,23960,44018,106899,904
Asia,Central Asia,Kyrgyzstan,2014,9029,311,"9,581",1354,16332,7327,18134,16367,320
Asia,Eastern Asia,Japan,2014,451648,59824,"60,486",93566,124030,58231,373623,316965,395
Asia,Eastern Asia,Macao Special Administrative Region of China,2014,2703,355,"1,205",317,0,0,0,0,0
Asia,Eastern Asia,Mongolia,2014,8424,249,"7,690",3954,21519,8178,11430,23737,213
Asia,Eastern Asia,Republic of Korea,2014,266222,5636,"51,761",82320,847533,215098,267077,1712435,377
Asia,South-Eastern Asia,Indonesia,2014,24538,42165,"159,964",42699,0,0,0,0,1277
Asia,South-Eastern Asia,Myanmar,2014,2964,1045,0,33,0,0,0,22037,1230
Asia,South-Eastern Asia,Philippines,2014,112857,13284,"124,550",0,236688,0,486229,0,9756
Asia,South-Eastern Asia,Singapore,2014,16182,314,"12,794",311,0,0,14424,17687,14
Asia,South-Eastern Asia,Thailand,2014,39898,11279,"317,980",5478,733970,739299,782734,81023,2649
Asia,Southern Asia,Bhutan,2014,532,0,"1,119",311,0,0,0,0,0
Asia,Southern Asia,Pakistan,2014,42747,33243,"79,700",17150,0,0,0,0,13276
Asia,Southern Asia,Sri Lanka,2014,10980,1347,"19,774",15050,27571,11989,0,45325,553
Asia,Western Asia,Armenia,2014,4620,51,"3,880",2337,2980,2944,3013,10945,72
Asia,Western Asia,Azerbaijan,2014,5861,63,"22,526",1092,15560,13342,0,15560,236
Asia,Western Asia,Cyprus,2014,966,1187,532,2333,125843,68708,125843,5605,11
Asia,Western Asia,Georgia,2014,9558,0,"10,372",1605,0,16776,18569,0,108
Asia,Western Asia,Iraq (Central Iraq),2014,10456,0,0,191,0,0,0,117317,3029
Asia,Western Asia,Lebanon,2014,28411,10059,"6,365",0,0,0,0,0,240
Asia,Western Asia,Turkey,2014,214204,0,"159,397",0,2590829,492869,3268740,0,0
Asia,Western Asia,United Arab Emirates,2014,6541,801,"9,826",1638,0,0,0,0,61
Europe,Eastern Europe,Belarus,2014,40528,570,"29,776",0,49943,40617,45040,49943,340
Europe,Eastern Europe,Bulgaria,2014,41246,3721,"7,870",15327,43077,31849,37504,41297,112
Europe,Eastern Europe,Czech Republic,2014,103708,17361,"18,658",49304,0,0,0,0,0
Europe,Eastern Europe,Hungary,2014,106939,4803,"17,890",29883,79835,77816,82005,119546,146
Europe,Eastern Europe,Poland,2014,168577,17083,"79,345",106896,435428,311741,987612,363616,287
Europe,Eastern Europe,Republic of Moldova,2014,16729,178,"7,317",6122,24070,9894,12265,17665,130
Europe,Eastern Europe,Romania,2014,164396,5428,"30,156",51116,50342,40832,50342,209022,298
Europe,Eastern Europe,Russian Federation,2014,802163,50175,"671,649",239163,0,719305,959162,1006003,16516
Europe,Eastern Europe,Slovakia,2014,18568,2297,"10,020",9427,49644,33610,41598,51049,69
Europe,Northern Europe,Denmark,2014,250773,284,"3,583",69637,78064,209365,225278,0,74
Europe,Northern Europe,Estonia,2014,15738,597,"3,034",0,8629,7670,0,0,41
Europe,Northern Europe,Finland,2014,127342,7004,"3,148",24725,176748,173056,176107,398953,88
Europe,Northern Europe,Iceland,2014,3670,58,154,1143,2488,0,0,3762,2
Europe,Northern Europe,Ireland,2014,77697,7763,"3,777",27635,0,0,336358,0,52
Europe,Northern Europe,Latvia,2014,20578,1323,"4,745",612,9164,9213,0,21961,64
Europe,Northern Europe,Lithuania,2014,27895,1255,"8,636",3342,22742,20358,26013,30652,159
Europe,Northern Europe,Norway,2014,132018,6586,"4,103",14890,64977,65324,0,81198,29
Europe,Northern Europe,Sweden,2014,413389,27995,"5,807",88798,84486,60662,0,174261,87
Europe,Northern Europe,United Kingdom (England and Wales),2014,1267915,75774,"83,678",411434,1458921,1211152,1458921,0,510
Europe,Northern Europe,United Kingdom (Northern Ireland),2014,26831,2025,"1,709",8889,40398,33051,40398,0,17
Europe,Northern Europe,United Kingdom (Scotland),2014,95021,5423,"7,731",20607,56714,0,0,0,62
Europe,Southern Europe,Albania,2014,7961,401,"5,689",295,19322,13618,15822,29593,117
Europe,Southern Europe,Andorra,2014,936,0,53,89,711,112,233,2598,0
Europe,Southern Europe,Bosnia and Herzegovina,2014,5931,1361,"2,825",10324,21064,18442,19728,25856,50
Europe,Southern Europe,Croatia,2014,12043,633,"3,763",15302,53088,15452,18715,20019,36
Europe,Southern Europe,Greece,2014,94082,25094.0236344033,"11,798",61631.3077062673,0,0,0,100269,107
Europe,Southern Europe,Holy See,2014,0,0, 	-   ,0,3,1,6,0,0
Europe,Southern Europe,Italy,2014,1121757,176461,"54,745",0,1648739,226986,783671,980854,475
Europe,Southern Europe,Kosovo under UNSCR 1244,2014,15607,223,"1,854",7336,27089,18330,28053,0,55
Europe,Southern Europe,Malta,2014,8198,242,581,1624,2858,0,16291,5289,6
Europe,Southern Europe,Montenegro,2014,892,21,"1,123",951,7393,3111,5413,4285,20
Europe,Southern Europe,Portugal,2014,91041,13723,"14,198",34612,80445,52796,80445,180205,92
Europe,Southern Europe,Serbia,2014,26755,1896,"10,288",26787,41011,37410,50947,48689,120
Europe,Southern Europe,Slovenia,2014,30103,594,"1,522",13603,12299,9729,14073,18270,16
Europe,Southern Europe,Spain,2014,155253,36466,"65,017",222039,0,243667,0,349924,323
Europe,Southern Europe,The former Yugoslav Rep. of Macedonia,2014,4983,542,0,13108,0,0,0,0,0
Europe,Western Europe,Austria,2014,148263,10304,"8,692",85487,279818,32980,66497,255815,45
Europe,Western Europe,Belgium,2014,208443,15783,"11,769",96419,582356,117534,377800,259437,210
Europe,Western Europe,France,2014,1429398,169084,"66,270",379153,664067,642318,1071408,1111882,792
Europe,Western Europe,Germany,2014,1322144,58401,"63,228",446073,923384,748782,923384,2149504,716
Europe,Western Europe,Liechtenstein,2014,214,5,53,222,1078,0,197,1701,1
Europe,Western Europe,Luxembourg,2014,10259,365,626,4368,0,0,0,29450,4
Europe,Western Europe,Monaco,2014,605,0,23,17,519,0,0,0,0
Europe,Western Europe,Netherlands,2014,365371,37443,"11,934",103364,208288,88878,109056,318375,123
Europe,Western Europe,Switzerland,2014,171872,6606,"6,519",63706,0,108791,0,118874,41
Oceania,Australia and New Zealand,Australia,2014,535556,45080,"33,789",181892,0,307003,579152,409896,243
Africa,Eastern Africa,Kenya,2015,1111,436,"54,225",1407,90722,0,0,70515,2261
Africa,Eastern Africa,Madagascar,2015,222,20,"20,595",1069,0,0,42313,27224,0
Africa,Eastern Africa,United Republic of Tanzania,2015,179,5805,"34,404",13558,0,0,0,50930,3746
Africa,Middle Africa,Cameroon,2015,16290,1583,"28,120",3104,0,0,0,0,269
Africa,Northern Africa,Algeria,2015,49571,5352,"62,150",17318,1469745,15152,1140152,313943,542
Africa,Northern Africa,Morocco,2015,48597,2581,"74,039",16105,587373,0,0,789005,431
